Date,Close/Last,Volume,Open,High,Low
10/17/2025,$716.915,12232440,$707.075,$718.54,$706.12
10/16/2025,$712.07,9017010,$717.55,$725.49,$703.88
10/15/2025,$717.55,10246770,$717.06,$723.90,$709.51
10/14/2025,$708.65,8829757,$707.78,$715.55,$699.33
10/13/2025,$715.70,9251796,$713.01,$719.94,$707.6413
10/10/2025,$705.30,16980090,$730.92,$735.27,$704.51
10/09/2025,$733.51,12717170,$718.275,$733.51,$712.44
10/08/2025,$717.84,10790570,$713.45,$719.65,$707.81
10/07/2025,$713.08,12062930,$717.72,$718.4999,$705.75
10/06/2025,$715.66,21654740,$705.185,$716.88,$690.51
10/03/2025,$710.56,16154310,$729.625,$731.00,$710.18
10/02/2025,$727.05,11415270,$722.58,$727.77,$718.14
10/01/2025,$717.34,20419630,$721.49,$721.8499,$710.20
09/30/2025,$734.38,16226750,$742.25,$742.97,$726.30
09/29/2025,$743.40,9246768,$748.72,$750.78,$739.15
09/26/2025,$743.75,9696338,$750.00,$751.9299,$737.3532
09/25/2025,$748.91,10591070,$753.45,$756.765,$744.55
09/24/2025,$760.66,8828227,$757.50,$761.11,$752.5251
09/23/2025,$755.40,10872590,$769.25,$770.60,$751.07
09/22/2025,$765.16,11706950,$781.845,$785.73,$764.47
09/19/2025,$778.38,23696820,$786.42,$790.80,$769.1901
09/18/2025,$780.25,10954950,$780.75,$788.78,$773.36
09/17/2025,$775.715,9400867,$779.99,$783.29,$766.31
09/16/2025,$779.00,11782480,$767.00,$781.36,$765.10
09/15/2025,$764.70,10533780,$757.47,$774.07,$751.985
09/12/2025,$755.59,8248557,$748.725,$757.5703,$743.76
09/11/2025,$750.90,7923284,$754.65,$757.10,$748.37
09/10/2025,$751.98,12478280,$765.13,$765.70,$751.00
09/09/2025,$765.70,10999030,$757.49,$766.30,$753.43
09/08/2025,$752.30,13087820,$755.995,$766.51,$752.02
09/05/2025,$752.45,9663441,$752.615,$757.95,$745.03
09/04/2025,$748.65,11439080,$748.57,$761.16,$745.82
09/03/2025,$737.05,7699332,$736.00,$740.25,$733.9893
09/02/2025,$735.11,9350857,$726.04,$736.00,$721.7306
08/29/2025,$738.70,9070546,$745.28,$747.14,$735.3466
08/28/2025,$751.11,7467955,$744.00,$753.0548,$740.795
08/27/2025,$747.38,8315435,$752.30,$754.1499,$742.84
08/26/2025,$754.10,7601800,$750.80,$754.87,$747.94
08/25/2025,$753.30,6861158,$754.82,$758.88,$750.13
08/22/2025,$754.79,10612670,$739.23,$756.90,$734.39
08/21/2025,$739.10,8876307,$744.705,$745.50,$733.1101
08/20/2025,$747.72,11898190,$747.57,$750.1999,$731.00
08/19/2025,$751.48,12286690,$767.12,$767.17,$749.36
08/18/2025,$767.37,16513740,$775.085,$775.81,$756.5601
08/15/2025,$785.23,13375360,$784.15,$796.25,$780.82
08/14/2025,$782.13,8116193,$777.88,$787.81,$772.51
08/13/2025,$780.08,8811750,$791.15,$795.4561,$778.23
08/12/2025,$790.00,14579770,$773.00,$793.67,$772.43
08/11/2025,$765.87,7611964,$770.075,$773.4584,$764.67
08/08/2025,$769.30,7320755,$762.75,$769.90,$758.58
08/07/2025,$761.83,9019691,$773.49,$775.00,$759.55
08/06/2025,$771.99,9733910,$770.00,$773.64,$760.4601
08/05/2025,$763.46,11640290,$776.445,$783.1299,$763.00
08/04/2025,$776.37,15801730,$760.00,$776.85,$758.41
08/01/2025,$750.01,19028710,$760.73,$765.9999,$745.31
07/31/2025,$773.44,38831100,$775.20,$784.75,$765.51
07/30/2025,$695.21,27077290,$708.09,$708.50,$691.2001
07/29/2025,$700.00,13267030,$720.00,$724.47,$699.91
07/28/2025,$717.63,8715743,$715.20,$724.7352,$712.68
07/25/2025,$712.68,8271698,$716.915,$720.6499,$711.90
